#timestamp x y z qx qy qz qw depth velocity distance_status velocity_status exposure gain
1.40363659856356e+18 0.0566343085 0.141189365 -0.113543875 -0.0333844171 0.0122069332 -0.050500471 0.998091265 0.454539537 2.85712929e-07 1 1 2376 9
1.40363659861356e+18 0.0636202446 0.138279196 -0.0998741595 -0.0262183569 0.0094885783 -0.0511231809 0.998303053 0.443478793 3.12496212e-07 1 1 2376 9
1.40363659866356e+18 0.0713503143 0.133923781 -0.083840234 -0.0180844191 0.00427910021 -0.0521473441 0.998466473 0.426459759 3.66501638e-07 1 1 2376 9
1.40363659871356e+18 0.0782775225 0.130445647 -0.0663062568 -0.00806281342 -0.00137637814 -0.0528909295 0.998566796 0.417130351 3.83419263e-07 1 1 2376 9
1.40363659876356e+18 0.0846769473 0.126840099 -0.0470498587 0.00287587633 -0.00824106556 -0.0536322747 0.998522605 0.392531902 4.12193771e-07 1 1 2376 9
1.40363659881356e+18 0.0917168573 0.124701742 -0.0292827132 0.0138638239 -0.014900802 -0.0537748193 0.998345646 0.371516258 3.84606921e-07 1 1 2376 9
1.40363659886356e+18 0.0985275087 0.124143727 -0.0101690989 0.0261371749 -0.0190781297 -0.0533746385 0.998050109 0.38226819 4.00065034e-07 1 1 2376 9
1.40363659891356e+18 0.104612799 0.124506648 0.00793610162 0.0365353616 -0.0211002534 -0.0517292422 0.997769529 0.394844711 3.82079861e-07 1 1 2376 9
1.40363659896356e+18 0.110589835 0.126270933 0.0259611327 0.0455752304 -0.0206380297 -0.0528495315 0.997348433 0.406103253 3.8143807e-07 1 1 2376 9
1.40363659901356e+18 0.115652152 0.129431 0.0422912564 0.0540301766 -0.0214288591 -0.0537352184 0.996862112 0.368412524 3.42944105e-07 1 1 2376 9
1.40363659906356e+18 0.11942791 0.131308156 0.0559925261 0.0627089234 -0.0236039375 -0.0526991062 0.99636 0.389403075 2.86708058e-07 1 1 2376 9
1.40363659911356e+18 0.12284843 0.132692849 0.0669019614 0.0719474743 -0.0284714218 -0.0511890196 0.995687011 0.37975499 2.30333455e-07 1 1 2376 9
1.40363659916356e+18 0.125401072 0.133127451 0.0757651423 0.0843924679 -0.0333771474 -0.0491028868 0.994662146 0.401584297 1.88791148e-07 1 1 2376 9
1.40363659921356e+18 0.127803508 0.132935193 0.0850061682 0.100771017 -0.0341367261 -0.0493610328 0.993097868 0.715112329 1.91003309e-07 1 1 2376 9
1.40363659926356e+18 0.129235048 0.131997297 0.0934556443 0.116713605 -0.0347043637 -0.0474303051 0.99142519 4.09199429 1.72420656e-07 2 1 2376 9
1.40363659931356e+18 0.130815799 0.131412855 0.101103885 0.13007194 -0.0350513804 -0.0458293047 0.989824412 4.11568546 1.56150207e-07 2 1 2376 9
1.40363659936356e+18 0.132467593 0.130929644 0.109027463 0.139462027 -0.0343508716 -0.0443604929 0.988636691 4.29872847 1.62166174e-07 2 1 2376 9
1.40363659941356e+18 0.133747549 0.13196148 0.116232009 0.145146693 -0.0310770874 -0.0451876574 0.987889026 4.30434704 1.47795433e-07 2 1 2376 9
1.40363659946356e+18 0.135569194 0.133947412 0.122480396 0.14782851 -0.0274499013 -0.0461725411 0.987553204 4.39892054 1.35590525e-07 2 1 2376 9
1.40363659951356e+18 0.136711663 0.135220687 0.128832398 0.146675871 -0.0233555681 -0.0439927302 0.987929829 4.39243269 1.31566878e-07 2 1 2376 9
1.40363659956356e+18 0.137423183 0.136782708 0.13394709 0.143846611 -0.0191402577 -0.042057303 0.988520605 4.4812398 1.14219709e-07 2 1 2376 9
1.40363659961356e+18 0.138539689 0.139437737 0.13775182 0.140639726 -0.0169520372 -0.040323839 0.989094072 4.34625149 9.54397237e-08 2 1 2376 9
1.40363659966356e+18 0.139861052 0.142204049 0.141503948 0.138533061 -0.0149076343 -0.0400814836 0.989434095 4.36450005 9.58677475e-08 2 1 2376 9
1.40363659971356e+18 0.140665685 0.144638897 0.143360546 0.139728733 -0.014116226 -0.0401567662 0.989274506 4.32183409 6.33180122e-08 2 1 2376 9
1.40363659976356e+18 0.142032128 0.144633592 0.143510393 0.148717766 -0.0156852527 -0.0403077398 0.98793334 4.50195312 2.68212634e-08 2 1 2376 9
1.40363659981356e+18 0.142943961 0.144603321 0.143781027 0.157148879 -0.0157728426 -0.0397016564 0.986650508 4.51035881 1.90326332e-08 2 1 2376 9
1.40363659986356e+18 0.143637524 0.14483146 0.143554754 0.163321109 -0.0164082811 -0.0388767955 0.985670116 4.72886753 1.5955985e-08 2 1 2376 9
1.40363659991356e+18 0.144206162 0.145479459 0.142987291 0.165316366 -0.0174695158 -0.0375768659 0.985369623 4.52976274 2.0642398e-08 2 1 2376 9
1.40363659996356e+18 0.144428508 0.14585149 0.142883924 0.164808578 -0.0163289184 -0.0358410693 0.985538897 4.79162884 9.86514603e-09 2 1 2376 9
1.40363660001356e+18 0.145042157 0.145998521 0.143165296 0.164261655 -0.0159808285 -0.0344489029 0.985685546 4.72690964 1.38181901e-08 2 1 2376 9
1.40363660006356e+18 0.146147669 0.146597839 0.143533478 0.164407715 -0.0171839366 -0.0323714397 0.98571137 4.69730997 2.64056563e-08 2 1 2376 9
1.40363660011356e+18 0.146740911 0.146432554 0.1430053 0.167551826 -0.0185039659 -0.0301678422 0.985227837 4.69739676 1.62262825e-08 2 1 2376 9
1.40363660016356e+18 0.147113269 0.146830931 0.142913813 0.168118241 -0.0177753852 -0.031791537 0.985093697 4.75897026 1.18431416e-08 2 1 2376 9
1.40363660021356e+18 0.146827491 0.146626962 0.142894362 0.167910236 -0.0184756697 -0.0302099628 0.985166057 4.69279432 7.03283076e-09 2 1 2376 9
1.40363660026356e+18 0.146781615 0.14661342 0.142830526 0.167717239 -0.0185660381 -0.0306830109 0.985182614 4.72145176 1.29632538e-09 2 1 2376 9
1.40363660031356e+18 0.146565706 0.146744277 0.142493494 0.167757355 -0.0188879331 -0.0299822751 0.98519124 4.69014645 8.42215897e-09 2 1 2376 9
1.40363660036356e+18 0.14657023 0.14673603 0.142636217 0.16793401 -0.0191403069 -0.02953406 0.985169811 4.84694862 1.39855694e-09 2 1 2376 9
1.40363660041356e+18 0.146525557 0.146707534 0.142576067 0.167915974 -0.0192154597 -0.0294584676 0.985173685 4.65529633 1.60320845e-09 2 1 2376 9
1.40363660046356e+18 0.146329514 0.146679515 0.142558326 0.167986388 -0.019471794 -0.029028614 0.985169408 4.71913576 3.59811048e-09 2 1 2376 9
1.40363660051356e+18 0.146474805 0.146741786 0.142570257 0.168170888 -0.0192406626 -0.0291280393 0.985139537 4.76485968 3.17046678e-09 2 1 2376 9
1.40363660056356e+18 0.146387463 0.146753973 0.14243258 0.168027904 -0.0190397259 -0.0296559371 0.985152089 4.73199368 1.74716497e-09 2 1 2376 9
1.40363660061356e+18 0.146360338 0.146614356 0.142441248 0.168121853 -0.0194049518 -0.0288017289 0.985154278 4.61700344 2.84984569e-09 2 1 2376 9
1.40363660066356e+18 0.146336977 0.146799645 0.142493443 0.168081882 -0.0191883653 -0.0290594268 0.985157773 4.70929623 3.87824661e-09 2 1 2376 9
1.40363660071356e+18 0.146455229 0.146688463 0.142309383 0.167961653 -0.0195271209 -0.0287677196 0.985180183 4.77188063 3.2377705e-09 2 1 2376 9
1.40363660076356e+18 0.1463787 0.146621174 0.142360116 0.168050899 -0.0194415438 -0.0287663286 0.985166697 4.63516235 2.06926809e-09 2 1 2376 9
1.40363660081356e+18 0.146425897 0.146725823 0.142534533 0.168031885 -0.0192029163 -0.0291801357 0.98516245 4.84373283 4.63353977e-09 2 1 2376 9
1.40363660086356e+18 0.146260312 0.146785195 0.142234175 0.168019146 -0.0193816622 -0.0288118359 0.985171963 4.66055632 6.96153224e-09 2 1 2376 9
1.40363660091356e+18 0.146462398 0.146626408 0.142505655 0.167979197 -0.0191877961 -0.0292342577 0.985170126 4.83558464 7.99619659e-09 2 1 2376 9
1.40363660096356e+18 0.146396081 0.14668456 0.142310552 0.167954316 -0.0195747185 -0.0285541808 0.985186702 4.64587116 4.28227365e-09 2 1 2376 9
1.40363660101356e+18 0.146480529 0.146724708 0.1425024 0.167988314 -0.0191269835 -0.0292987906 0.985167836 4.81541014 3.38842931e-09 2 1 2376 9
1.40363660106356e+18 0.146355426 0.146653955 0.142433275 0.167970653 -0.0193451059 -0.0286931552 0.985184414 4.6278491 4.61423166e-09 2 1 2376 9
1.40363660111356e+18 0.146490892 0.146744168 0.142622153 0.168017007 -0.0191489297 -0.0291719425 0.985166281 4.66422558 4.98655783e-09 2 1 2376 9
1.40363660116356e+18 0.146433519 0.146649462 0.142482177 0.167964994 -0.0194319118 -0.0285431972 0.985188026 4.62303829 3.56954133e-09 2 1 2376 9
1.40363660121356e+18 0.146468052 0.146776894 0.142585225 0.167979591 -0.0191074814 -0.0292049046 0.98517249 4.85722256 3.34966033e-09 2 1 2376 9
1.40363660126356e+18 0.14631558 0.146759981 0.142376435 0.168014195 -0.0192755122 -0.0288098425 0.985174948 4.59769154 5.18176257e-09 2 1 2376 9
1.40363660131356e+18 0.146478624 0.146713025 0.14256993 0.16796097 -0.0191031546 -0.0291749173 0.985176637 4.83544254 5.14698995e-09 2 1 2376 9
1.40363660136356e+18 0.146375744 0.14674256 0.142491535 0.167975476 -0.0192144072 -0.028877078 0.985180776 4.67993593 2.65348077e-09 2 1 2376 9
1.40363660141356e+18 0.146466086 0.146706945 0.142569407 0.167954335 -0.0191938305 -0.028929387 0.985183246 4.84566784 2.48953569e-09 2 1 2376 9
1.40363660146356e+18 0.146437018 0.146704541 0.1425234 0.168014358 -0.0194001687 -0.0284584277 0.985182687 4.79307652 1.0894643e-09 2 1 2376 9
1.40363660151356e+18 0.146436376 0.14676633 0.142528432 0.1680146 -0.0191329926 -0.0290036571 0.98517197 4.73162031 1.23994925e-09 2 1 2376 9
1.40363660156356e+18 0.146454638 0.146752578 0.142461978 0.168119944 -0.0194138527 -0.0284835938 0.985163678 4.62605858 1.40552447e-09 2 1 2376 9
1.40363660161356e+18 0.14645607 0.146764728 0.142558188 0.168062016 -0.019240283 -0.0288553738 0.985166147 4.77518177 1.93969085e-09 2 1 2376 9
1.40363660166356e+18 0.146448754 0.146714575 0.142668868 0.168097604 -0.0191830156 -0.0287887341 0.985163142 4.6178236 2.43463982e-09 2 1 2376 9
1.40363660171356e+18 0.146385545 0.146731151 0.14241505 0.168010264 -0.0193152224 -0.0286509869 0.985179473 4.66589403 3.95049771e-09 2 1 2376 9
1.40363660176356e+18 0.14645778 0.146714829 0.142673102 0.168093037 -0.0191715557 -0.0288244909 0.985163099 4.84672785 5.36933475e-09 2 1 2376 9
1.40363660181356e+18 0.146370913 0.146726786 0.142465309 0.167999574 -0.0192597172 -0.028700195 0.98518095 4.63669252 4.51073623e-09 2 1 2376 9
1.40363660186356e+18 0.146352623 0.146762521 0.142593714 0.168090284 -0.0190588433 -0.0289598184 0.985161787 4.93263102 2.6906577e-09 2 1 2376 9
1.40363660191356e+18 0.146325786 0.146724827 0.142437006 0.167986648 -0.0191840834 -0.0287328432 0.985183679 4.87080145 3.26792682e-09 2 1 2376 9
1.40363660196356e+18 0.146410018 0.146681298 0.142569934 0.167980334 -0.0191947918 -0.0287794946 0.985183185 4.85537148 3.26554095e-09 2 1 2376 9
1.40363660201356e+18 0.146340843 0.146742284 0.142510027 0.168042859 -0.0192596311 -0.0285630072 0.985177557 4.83547115 2.19939467e-09 2 1 2376 9
1.40363660206356e+18 0.146441429 0.146758535 0.142565872 0.168063148 -0.0191002001 -0.0289812331 0.985164986 4.85967588 2.32380915e-09 2 1 2376 9
1.40363660211356e+18 0.146377448 0.146767609 0.142533731 0.168071808 -0.0193241262 -0.0284083833 0.985175827 4.84046459 1.44347245e-09 2 1 2376 9
1.40363660216356e+18 0.146459234 0.146738069 0.142514367 0.168034355 -0.0191578306 -0.0288486296 0.98517267 4.86443996 1.78174098e-09 2 1 2376 9
1.40363660221356e+18 0.146359282 0.146735747 0.142571623 0.168115988 -0.0192387472 -0.0285334593 0.985166345 4.81774426 2.30426878e-09 2 1 2376 9
1.40363660226356e+18 0.146465293 0.146712347 0.142633077 0.168084789 -0.0191046597 -0.0289397434 0.985162427 4.80057955 3.37652883e-09 2 1 2376 9
1.40363660231356e+18 0.146397021 0.146728953 0.142549935 0.168065695 -0.0192907171 -0.0285384851 0.985173764 4.59475946 2.17709939e-09 2 1 2376 9
1.40363660236356e+18 0.146404614 0.146772645 0.142437598 0.168057959 -0.0191750598 -0.0287705908 0.985170591 4.85112429 2.41546272e-09 2 1 2376 9
1.40363660241356e+18 0.146353256 0.146714863 0.142578585 0.168040312 -0.0192404881 -0.0285583312 0.985178501 4.59171009 3.21583804e-09 2 1 2376 9
1.40363660246356e+18 0.146345438 0.146745071 0.142598566 0.168049026 -0.019212014 -0.0286547375 0.985174771 4.75879192 4.13582335e-10 2 1 2376 9
1.40363660251356e+18 0.146382104 0.146698631 0.14263794 0.168029508 -0.019232756 -0.0286172 0.985178786 4.76657343 1.61356672e-09 2 1 2376 9
1.40363660256356e+18 0.146367011 0.14672228 0.14245455 0.168001465 -0.0191370464 -0.028733242 0.985182055 4.77794743 3.71046016e-09 2 1 2376 9
1.40363660261356e+18 0.14639231 0.146735141 0.142536025 0.168037004 -0.0191926229 -0.0287052138 0.98517573 4.74436903 1.72552495e-09 2 1 2376 9
1.40363660266356e+18 0.146464543 0.146761575 0.142706017 0.168116167 -0.0193599839 -0.0285324181 0.985163969 4.61976337 4.88707297e-09 2 1 2376 9
1.40363660271356e+18 0.146408103 0.146766481 0.142515784 0.168015676 -0.019179393 -0.0287636041 0.985177922 4.75248671 5.22789723e-09 2 1 2376 9
1.40363660276356e+18 0.146466046 0.146732881 0.14267773 0.168108033 -0.019220221 -0.0287146577 0.985162799 4.70025396 3.50501006e-09 2 1 2376 9
1.40363660281356e+18 0.146420256 0.146711794 0.142586663 0.168058968 -0.0192905368 -0.0286095754 0.985172853 4.62964106 2.08177697e-09 2 1 2376 9
1.40363660286356e+18 0.146401089 0.146794148 0.142469471 0.168128098 -0.019364742 -0.0285548759 0.985161189 4.71883202 1.36880451e-09 2 1 2376 9
1.40363660291356e+18 0.14643714 0.14680182 0.142494524 0.168097445 -0.019336537 -0.0286365337 0.985164604 4.90013838 8.91341667e-10 2 1 2376 9
1.40363660296356e+18 0.146432877 0.146782016 0.142500629 0.168105102 -0.0194166832 -0.0284124464 0.985168209 4.85180902 4.23151097e-10 2 1 2376 9
1.40363660301356e+18 0.146428134 0.14674693 0.142468125 0.168046354 -0.0192008008 -0.0287403811 0.985172951 4.77477407 1.8704156e-09 2 1 2376 9
1.40363660306356e+18 0.146467227 0.146711577 0.142688175 0.168094561 -0.0193101377 -0.028576292 0.985167363 4.72018194 4.52547066e-09 2 1 2376 9
1.40363660311356e+18 0.146497639 0.1467036 0.142707542 0.168090802 -0.0192066543 -0.0287554987 0.985164813 4.74562454 7.38531625e-10 2 1 2376 9
1.40363660316356e+18 0.146386159 0.146749948 0.142510069 0.168096618 -0.0193072805 -0.0285408734 0.985168094 4.72379684 5.09355091e-09 2 1 2376 9
1.40363660321356e+18 0.146399216 0.146808144 0.14233508 0.168092387 -0.0192792857 -0.0286752753 0.985165462 4.8497982 1.84564508e-09 2 1 2376 9
1.40363660326356e+18 0.146399554 0.146783399 0.142508966 0.168145521 -0.0193636806 -0.0284681817 0.985160745 4.7118783 3.51274565e-09 2 1 2376 9
1.40363660331356e+18 0.146441372 0.146784608 0.14253577 0.168119304 -0.0193368537 -0.0285998525 0.985161933 4.75159025 9.93709337e-10 2 1 2376 9
1.40363660336356e+18 0.1464882 0.146781137 0.142662263 0.16815496 -0.0194052913 -0.028482812 0.985157893 4.72193813 2.69854428e-09 2 1 2376 9
1.40363660341356e+18 0.146455122 0.146745638 0.142628229 0.168119041 -0.0192358094 -0.028678342 0.985161674 4.94436073 2.47075271e-09 2 1 2376 9
1.40363660346356e+18 0.146367326 0.146831393 0.142500702 0.168151227 -0.0192797545 -0.0286154721 0.98515715 4.85159492 2.08434825e-09 2 1 2376 9
1.40363660351356e+18 0.146525693 0.146706471 0.142712589 0.168112576 -0.0194005302 -0.0285767774 0.985162499 4.7154808 5.8508709e-09 2 1 2376 9
1.40363660356356e+18 0.146414577 0.146821852 0.142485771 0.168151085 -0.019288589 -0.0286340063 0.985156463 4.797369 5.55356738e-09 2 1 2376 9
1.40363660361356e+18 0.146438082 0.146807597 0.142545272 0.168146982 -0.0193157854 -0.0286055358 0.985157458 4.75349998 1.31089373e-09 2 1 2376 9
1.40363660366356e+18 0.146451219 0.146812028 0.142562986 0.168130812 -0.0193148607 -0.02861705 0.985159901 4.84420919 4.49885129e-10 2 1 2376 9
1.40363660371356e+18 0.146413168 0.146787079 0.142364934 0.168122607 -0.0193657219 -0.0285168754 0.985163208 4.87470865 4.06424405e-09 2 1 2376 9
1.40363660376356e+18 0.146417638 0.146812919 0.142626545 0.168224019 -0.0193553869 -0.0285442143 0.985145307 4.7991271 3.54788532e-09 2 1 2376 9
1.40363660381356e+18 0.146468763 0.146760926 0.142645353 0.168167575 -0.0193524832 -0.028565634 0.98515438 4.92363024 1.50608703e-09 2 1 2376 9
